1;POLARIS 40 WP;Manzana;Escama de San José;Diaspidiotus perniciosus;80 - 100 g/100L;"Usar la dosis mayor sobre Escama de San José, próximo o durante el periodo de migración de ninfas (Noviembre y enero).
52;POLARIS 40 WP;Duraznero;Polilla oriental de la fruta;Cydia molesta;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
53;POLARIS 40 WP;Duraznero;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
54;POLARIS 40 WP;Duraznero;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
55;POLARIS 40 WP;Duraznero;Trips californiano;Frankliniella occidentalis;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
56;POLARIS 40 WP;Duraznero;Burrito;Naupactus xanthographus;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
57;POLARIS 40 WP;Duraznero;Chape del cerezo;Caliroa cerasi;100 g/100L;"En duraznero y nectarino aplicar 70 gr/Hl.
Cubrimientos sugerido 1500 L/ha ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
58;POLARIS 40 WP;Nectarino;Escama de San José;Diaspidiotus perniciosus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
59;POLARIS 40 WP;Nectarino;Polilla oriental de la fruta;Cydia molesta;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
60;POLARIS 40 WP;Nectarino;Pulgón verde del duraznero;Myzus persicae ;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
61;POLARIS 40 WP;Nectarino;Pulgón negro del duraznero;Brachycaudus persicae;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
62;POLARIS 40 WP;Nectarino;Trips californiano;Frankliniella occidentalis;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
63;POLARIS 40 WP;Nectarino;Burrito;Naupactus xanthographus;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
64;POLARIS 40 WP;Nectarino;Chape del cerezo;Caliroa cerasi;100 g/100L;Cubrimientos sugerido 1500 L/ha;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
65;POLARIS 40 WP;Olivo;Conchuela negra;Saissetia oleae;100 g/100L;"Para control de Conchuela negra del olivo, aplicar desde diciembre a febrero. 
Cubrimiento su sugerido 2000 L/ha  ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
66;POLARIS 40 WP;Olivo;Escama blanca;Aspidiotus nerii ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
67;POLARIS 40 WP;Olivo;Chanchitos blancos;Pseudococcus viburni ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
68;POLARIS 40 WP;Olivo;Trips;Thysanoptera;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
69;POLARIS 40 WP;Níspero;Conchuela negra;Saissetia oleae;100 g/100L;"Para control de Conchuela negra del olivo, 
aplicar desde diciembre a febrero.
Cubrimiento su sugerido 2000 L/ha   ";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
70;POLARIS 40 WP;Níspero;Escama blanca;Aspidiotus nerii ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
71;POLARIS 40 WP;Níspero;Chanchitos blancos;Pseudococcus viburni ;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
72;POLARIS 40 WP;Níspero;Trips;Thysanoptera;100 g/100L;Cubrimiento su sugerido 2000 L/ha  ;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
73;POLARIS 40 WP;Ajo;Pulgón ;Myzus persicae;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
74;POLARIS 40 WP;Ajo;Langostino;E. Curveola;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
75;POLARIS 40 WP;Ajo;Trips ;T. Tabaci;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
76;POLARIS 40 WP;Ajo;Polilla del tomate;Tuta absoluta;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
77;POLARIS 40 WP;Ajo;Polilla de la papa;"Phthorimaea
operculella";0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
78;POLARIS 40 WP;Ajo;Cuncunilla de las hortalizas;Copitarsia decolora;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
79;POLARIS 40 WP;Ajo;Cuncunilla verde;Syngrapha gammoides;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
80;POLARIS 40 WP;Ajo;Polilla del fréjol y alfalfa;Epinotia aporema;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
81;POLARIS 40 WP;Ajo;Pilme de la papa;Epicauta pilme;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
82;POLARIS 40 WP;Cebolla;Pulgón ;Myzus persicae;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
83;POLARIS 40 WP;Cebolla;Langostino;E. Curveola;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
84;POLARIS 40 WP;Cebolla;Trips ;T. Tabaci;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
85;POLARIS 40 WP;Cebolla;Polilla del tomate;Tuta absoluta;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
86;POLARIS 40 WP;Cebolla;Polilla de la papa;"Phthorimaea
operculella";0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
87;POLARIS 40 WP;Cebolla;Cuncunilla de las hortalizas;Copitarsia decolora;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
88;POLARIS 40 WP;Cebolla;Cuncunilla verde;Syngrapha gammoides;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
89;POLARIS 40 WP;Cebolla;Polilla del fréjol y alfalfa;Epinotia aporema;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
90;POLARIS 40 WP;Cebolla;Pilme de la papa;Epicauta pilme;0,8— 1,2 kg/ha.;Aplicar al observar los insectos en movimiento con abundante mojamiento 200-500 L/ha. Se puede repetir el tratamiento con reinfestación, considerando los períodos de carencia para cada especie.;https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
91;POLARIS 40 WP;Vides;Conchuela café europea;Parthenolecanium corni;100 g/100L;"Aplicar en primavera, al aparecer los primeros insectos o ninfas móviles.
Cubrimientos sugerido 1500 L/ha";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
92;POLARIS 40 WP;Vides;Conchuela grande café;Parthenolecanium persicae;100 g/100L;"Aplicar en primavera, al aparecer los primeros insectos o ninfas móviles.
Cubrimientos sugerido 1500 L/ha";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
93;POLARIS 40 WP;Vides;Eulia;Proeulia auraria;100 g/100L;"Aplicar en primavera, al aparecer los primeros insectos o ninfas móviles.
Cubrimientos sugerido 1500 L/ha";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
94;POLARIS 40 WP;Vides;Trips;D. Reuteri;100 g/100L;"Aplicar en primavera, al aparecer los primeros insectos o ninfas móviles.
Cubrimientos sugerido 1500 L/ha";https://www.sag.gob.cl/sites/default/files/resol._renov._cbio._titular_agricola_nacional_s.a.c._e_i._a_anasac_s.a.__polaris_40_wp_-_anexo_folleto_polaris_40_wp_13-01-2017.pdf
95;Testeador;Manzana;Pulgón del manzano;Eriosoma lanigerum;80 - 100 g/100L;No hacer nada solo rezar.;https://www.instagram.com/smokermusk/
